date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:16	2430/2430	---M--	200	added ('OK')	text/xml	date:Wed,%2026%20Mar%202025%2014:23:16%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fevent%2Fautomatic-detection-tracing-kickoff-meeting%2F&format=xml	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed9c34	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:16	2911/2911	---M--	200	added ('OK')	application/javascript	etag:%22b5f-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch.js?ver=7.0.0.1742998453	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch7341.js	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:17	30145/30145	---M--	200	added ('OK')	application/javascript	etag:%2275c1-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight.js?ver=7.0.0.1742998453	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight7341.js	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:18	78556/78556	---M--	200	added ('OK')	application/javascript	etag:%22132dc-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min.js?ver=7.0.0.1742998453	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min7341.js	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:19	6284/6284	---M--	200	added ('OK')	application/javascript	etag:%22188c-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min.js?ver=7.0.0.1742998453	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min7341.js	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:20	931/931	---M--	200	added ('OK')	application/javascript	etag:%223a3-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min.js?ver=7.0.0.1742998453	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min7341.js	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:21	106482/106482	---M--	200	added ('OK')	application/javascript	etag:%2219ff2-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min.js?ver=7.0.0.1742998453	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min7341.js	(from https://www.radxrad.org/event/automatic-detection-tracing-kickoff-meeting/)
10:23:22	14966/14966	---M--	200	added ('OK')	text/css	etag:%223a76-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.min.css?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.min49cb.css	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:25	269560/269560	---M--	200	added ('OK')	application/javascript	etag:%2241cf8-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/mec-general-calendar.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/mec-general-calendar49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:25	530397/530397	---M--	200	added ('OK')	text/css	etag:%22817dd-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/css/frontend.min.css?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/css/frontend.min49cb.css	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:25	39900/39900	---M--	200	added ('OK')	application/javascript	etag:%229bdc-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/tooltip/tooltip.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/tooltip/tooltip49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:27	31860/31860	---M--	200	added ('OK')	application/javascript	etag:%227c74-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/events.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/events49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:27	289784/289784	---M--	200	added ('OK')	application/javascript	etag:%2246bf8-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/frontend.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/frontend49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:30	4935/4935	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:23:30%20GMT	https://www.radxrad.org/wp-json/wp/v2/awardee/266	./radxrad/www.radxrad.org/wp-json/wp/v2/awardee/266.json	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:31	2453/2453	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:23:31%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Fdetection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19%2F	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed7bf6.json	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:23:32%20GMT	https://www.radxrad.org/?p=266	./radxrad/www.radxrad.org/index6543.html	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:33	2598/2598	---M--	200	added ('OK')	text/xml	date:Wed,%2026%20Mar%202025%2014:23:33%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Fdetection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19%2F&format=xml	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed29fc	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:33	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:23:33%20GMT	https://www.facebook.com/sharer.php?u=https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/	./radxrad/www.facebook.com/sharer.209dc9a.delayed	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:23:33%20GMT	https://linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/&title=Detection%20and%20Automatic%20Privacy-Protected%20Contact%20Tracing%20System%20Designed%20for%20COVID-19	./radxrad/linkedin.com/shareArticle.20a2933.delayed	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:34	73466/73466	---MC-	200	added ('OK')	text/html	date:Wed,%2026%20Mar%202025%2014:23:34%20GMT	https://www.radxrad.org/foas/automatic-detection-tracing/	./radxrad/www.radxrad.org/foas/automatic-detection-tracing/index.html	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:35	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:23:34%20GMT	https://www.linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/&title=Detection%20and%20Automatic%20Privacy-Protected%20Contact%20Tracing%20System%20Designed%20for%20COVID-19	./radxrad/www.linkedin.com/shareArticle.20b2933.delayed	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:37	2911/2911	---M--	200	added ('OK')	application/javascript	etag:%22b5f-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:38	30145/30145	---M--	200	added ('OK')	application/javascript	etag:%2275c1-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:39	78556/78556	---M--	200	added ('OK')	application/javascript	etag:%22132dc-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:40	6284/6284	---M--	200	added ('OK')	application/javascript	etag:%22188c-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:41	931/931	---M--	200	added ('OK')	application/javascript	etag:%223a3-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:42	106482/106482	---M--	200	added ('OK')	application/javascript	etag:%2219ff2-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min.js?ver=7.0.0.1742998454	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min49cb.js	(from https://www.radxrad.org/awardee/detection-and-automatic-privacy-protected-contact-tracing-system-designed-for-covid-19/)
10:23:44	3509/3509	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:23:44%20GMT	https://www.radxrad.org/wp-json/wp/v2/awardee/258	./radxrad/www.radxrad.org/wp-json/wp/v2/awardee/258.json	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:45	2376/2376	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:23:45%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Ftouchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2%2F	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed67d8.json	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:23:45%20GMT	https://www.radxrad.org/?p=258	./radxrad/www.radxrad.org/indexb773.html	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:46	2521/2521	---M--	200	added ('OK')	text/xml	date:Wed,%2026%20Mar%202025%2014:23:46%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Ftouchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2%2F&format=xml	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embedf5de	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:47	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:23:47%20GMT	https://www.facebook.com/sharer.php?u=https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/	./radxrad/www.facebook.com/sharer9550.php	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:23:47%20GMT	https://linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/&title=Touchscreen-compatible,%20Real-Time%20Electrochemical%20Sensing%20of%20SARS-CoV-2	./radxrad/linkedin.com/shareArticle.217b952.delayed	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:49	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:23:48%20GMT	https://www.linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/&title=Touchscreen-compatible,%20Real-Time%20Electrochemical%20Sensing%20of%20SARS-CoV-2	./radxrad/www.linkedin.com/shareArticle.218b952.delayed	(from https://www.radxrad.org/awardee/touchscreen-compatible-real-time-electrochemical-sensing-of-sars-cov-2/)
10:23:51	14966/14966	---M--	200	added ('OK')	text/css	etag:%223a76-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.min.css?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.min87ac.css	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:54	269560/269560	---M--	200	added ('OK')	application/javascript	etag:%2241cf8-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/mec-general-calendar.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/mec-general-calendar87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:54	530397/530397	---M--	200	added ('OK')	text/css	etag:%22817dd-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/css/frontend.min.css?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/css/frontend.min87ac.css	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:54	39900/39900	---M--	200	added ('OK')	application/javascript	etag:%229bdc-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/tooltip/tooltip.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/tooltip/tooltip87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:56	31860/31860	---M--	200	added ('OK')	application/javascript	etag:%227c74-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/events.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/events87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:56	289784/289784	---M--	200	added ('OK')	application/javascript	etag:%2246bf8-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/frontend.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/frontend87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:58	4136/4136	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:23:58%20GMT	https://www.radxrad.org/wp-json/wp/v2/awardee/248	./radxrad/www.radxrad.org/wp-json/wp/v2/awardee/248.json	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:23:59	2478/2478	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:23:59%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Fminimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers%2F	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embedabb0.json	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:24:00%20GMT	https://www.radxrad.org/?p=248	./radxrad/www.radxrad.org/indexcf9a.html	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:01	2623/2623	---M--	200	added ('OK')	text/xml	date:Wed,%2026%20Mar%202025%2014:24:01%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Fminimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers%2F&format=xml	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed8004	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:01	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:24:01%20GMT	https://www.facebook.com/sharer.php?u=https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/	./radxrad/www.facebook.com/sharer424c.php	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:24:01%20GMT	https://linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/&title=Minimal%20False-alarm%20Touch-based%20Detection%20of%20SARS-Cov-2%20Virus%20Particles%20using%20Poly-aptamers	./radxrad/linkedin.com/shareArticle.2246f0e.delayed	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:03	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:24:02%20GMT	https://www.linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/&title=Minimal%20False-alarm%20Touch-based%20Detection%20of%20SARS-Cov-2%20Virus%20Particles%20using%20Poly-aptamers	./radxrad/www.linkedin.com/shareArticle.2256f0e.delayed	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:05	2911/2911	---M--	200	added ('OK')	application/javascript	etag:%22b5f-604b44e4f08d3%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/js/jquery.typewatch87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:06	30145/30145	---M--	200	added ('OK')	application/javascript	etag:%2275c1-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/featherlight/featherlight87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:07	78556/78556	---M--	200	added ('OK')	application/javascript	etag:%22132dc-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.full.min87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:08	6284/6284	---M--	200	added ('OK')	application/javascript	etag:%22188c-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/lity/lity.min87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:09	931/931	---M--	200	added ('OK')	application/javascript	etag:%223a3-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/colorbrightness/colorbrightness.min87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:10	106482/106482	---M--	200	added ('OK')	application/javascript	etag:%2219ff2-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min.js?ver=7.0.0.1742998456	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/owl-carousel/owl.carousel.min87ac.js	(from https://www.radxrad.org/awardee/minimal-false-alarm-touch-based-detection-of-sars-cov-2-virus-particles-using-poly-aptamers/)
10:24:12	4313/4313	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:24:12%20GMT	https://www.radxrad.org/wp-json/wp/v2/awardee/232	./radxrad/www.radxrad.org/wp-json/wp/v2/awardee/232.json	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:13	2516/2516	---M--	200	added ('OK')	application/json	date:Wed,%2026%20Mar%202025%2014:24:13%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Frolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles%2F	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed506e.json	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:24:13%20GMT	https://www.radxrad.org/?p=232	./radxrad/www.radxrad.org/index80c9.html	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:14	2661/2661	---M--	200	added ('OK')	text/xml	date:Wed,%2026%20Mar%202025%2014:24:14%20GMT	https://www.radxrad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.radxrad.org%2Fawardee%2Frolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles%2F&format=xml	./radxrad/www.radxrad.org/wp-json/oembed/1.0/embed5595	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:24:15%20GMT	https://www.facebook.com/sharer.php?u=https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/	./radxrad/www.facebook.com/sharer68cd.php	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Mar%202025%2014:24:15%20GMT	https://linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/&title=Rolosense:%20An%20Innovative%20Platform%20for%20Automatic%20Mobile%20Phone%20Readout%20of%20Active%20SARS-CoV-2%20Particles	./radxrad/linkedin.com/shareArticle.23100b1.delayed	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:17	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2026%20Mar%202025%2014:24:16%20GMT	https://www.linkedin.com/shareArticle?mini=true&url=https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/&title=Rolosense:%20An%20Innovative%20Platform%20for%20Automatic%20Mobile%20Phone%20Readout%20of%20Active%20SARS-CoV-2%20Particles	./radxrad/www.linkedin.com/shareArticle.23200b1.delayed	(from https://www.radxrad.org/awardee/rolosense-an-innovative-platform-for-automatic-mobile-phone-readout-of-active-sars-cov-2-particles/)
10:24:19	14966/14966	---M--	200	added ('OK')	text/css	etag:%223a76-604b44e4f6693%22	https://www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.min.css?ver=7.0.0.1742998457	./radxrad/www.radxrad.org/wp-content/plugins/modern-events-calendar-lite/assets/packages/select2/select2.min0e41.css	(from https://www.radxrad.org/awardee/nanobody-based-electrochemical-biosensor-for-real-time-detection-of-aerosolized-sars-cov-2/)
